year,entidad,distrito,edo_dto,pp_gubernatura,PAN,PRI,PRD,PT,PVEM,MC,MORENA,f_rae,nep,volatilidad,,,
2018,mich,11,mich11,prd,16.51%,12.82%,3.88%,3.31%,15.88%,1.93%,25.44%,0.84,6.4,,,,
2018,mich,12,mich12,prd,14.43%,21.22%,17.73%,9.94%,5.87%,2.21%,20.75%,0.84,6.4,,,,
2018,mich,13,mich13,prd,8.54%,13.32%,23.58%,9.89%,6.49%,2.03%,27.89%,0.83,5.7,,,,
2018,mich,14,mich14,prd,16.06%,9.42%,25.35%,4.55%,4.18%,2.58%,32.46%,0.79,4.8,,,,
2018,mich,15,mich15,prd,6.20%,23.16%,20.48%,6.02%,8.07%,3.11%,24.22%,0.83,5.8,,,,
2018,mich,16,mich16,prd,11.60%,15.95%,6.02%,3.79%,7.79%,3.16%,33.21%,0.83,5.7,,,,
2018,mich,17,mich17,prd,23.14%,12.60%,5.48%,3.19%,6.94%,2.71%,29.81%,0.82,5.6,,,,
2018,mich,18,mich18,prd,3.53%,17.57%,39.18%,4.13%,7.99%,2.04%,20.78%,0.76,4.2,,,,
2018,mich,19,mich19,prd,17.70%,18.92%,20.24%,3.97%,10.90%,1.48%,19.20%,0.84,6.2,,,,
2018,mich,20,mich20,prd,14.79%,8.05%,25.84%,6.35%,4.27%,1.95%,33.53%,0.79,4.7,,,,
2018,mich,21,mich21,prd,10.38%,20.35%,19.54%,3.55%,10.67%,1.87%,27.58%,0.82,5.5,,,,
2018,mich,22,mich22,prd,2.35%,31.10%,18.61%,4.14%,3.86%,2.27%,33.28%,0.75,4,,,,
2018,mich,23,mich23,prd,8.33%,26.07%,13.91%,5.46%,6.75%,1.88%,32.88%,0.79,4.7,,,,
2018,mich,24,mich24,prd,3.41%,12.73%,13.64%,9.82%,2.47%,0.96%,46.77%,0.73,3.7,,,,
2024,mor,1,mor1,pes,,47.42%,,3.21%,2.95%,12.26%,32.44%,0.65,2.9,0.38,,,
2024,mor,2,mor2,pes,,43.70%,,2.82%,5.48%,9.98%,37.44%,0.66,2.9,0.42,,,
2024,mor,3,mor3,pes,,15.49%,,11.14%,6.58%,18.06%,33.39%,0.8,5.1,0.27,,,
2024,mor,4,mor4,pes,,10.36%,,22.65%,22.53%,15.26%,25.95%,0.8,4.9,0.33,,,
2024,mor,5,mor5,pes,,27.17%,,7.55%,3.98%,13.83%,41.23%,0.73,3.7,0.34,,,
2024,mor,6,mor6,pes,,31.26%,,5.95%,13.33%,11.29%,33.54%,0.75,4.1,0.38,,,
2024,mor,7,mor7,pes,,19.45%,,16.69%,2.72%,14.59%,37.01%,0.77,4.4,0.25,,,
2024,mor,8,mor8,pes,,17.25%,,30.43%,2.58%,20.57%,29.17%,0.75,4,0.46,,,
2024,mor,9,mor9,pes,,24.46%,,10.14%,26.14%,7.84%,31.42%,0.76,4.1,0.24,,,
2024,mor,10,mor10,pes,,39.41%,,1.50%,3.67%,10.96%,33.75%,0.71,3.5,0.35,,,
2024,mor,11,mor11,pes,,23.88%,,7.12%,3.62%,11.09%,47.73%,0.69,3.3,0.23,,,
2024,mor,12,mor12,pes,,17.86%,,6.26%,5.41%,5.59%,37.96%,0.75,4.1,0.28,,,
2018,mor,1,mor1,prd,19.41%,7.83%,6.06%,3.54%,4.60%,5.09%,31.29%,0.84,6.2,,,,
2018,mor,2,mor2,prd,16.24%,6.87%,9.23%,2.79%,3.09%,1.90%,26.02%,0.88,8,,,,
2018,mor,3,mor3,prd,8.08%,7.10%,14.29%,5.07%,5.60%,3.12%,34.46%,0.83,5.9,,,,
2018,mor,4,mor4,prd,16.19%,11.07%,7.78%,6.65%,6.19%,9.44%,23.20%,0.87,8,,,,
2018,mor,5,mor5,prd,8.32%,11.04%,16.71%,4.05%,6.27%,2.42%,31.76%,0.84,6.2,,,,
2018,mor,6,mor6,prd,12.84%,6.55%,17.17%,3.65%,5.35%,1.93%,35.49%,0.81,5.4,,,,
2018,mor,7,mor7,prd,5.64%,15.05%,10.95%,3.23%,4.10%,8.94%,29.17%,0.86,7,,,,
2018,mor,8,mor8,prd,11.02%,24.22%,6.92%,2.09%,13.25%,2.09%,20.28%,0.86,6.9,,,,
2018,mor,9,mor9,prd,2.78%,28.18%,8.82%,6.58%,2.21%,2.47%,31.04%,0.8,5,,,,
2018,mor,10,mor10,prd,2.83%,15.99%,22.81%,4.38%,2.74%,4.09%,22.71%,0.85,6.8,,,,
2018,mor,11,mor11,prd,3.84%,13.07%,7.58%,8.23%,4.31%,4.99%,32.12%,0.85,6.5,,,,
2018,mor,12,mor12,prd,7.38%,8.30%,21.04%,3.49%,4.70%,3.36%,25.87%,0.86,7.2,,,,
2024,nay,1,nay1,morena,2.65%,9.46%,1.25%,6.52%,6.54%,22.06%,32.18%,0.82,5.4,0.32,,,
2024,nay,2,nay2,morena,5.27%,17.96%,3.14%,4.80%,6.56%,16.28%,31.85%,0.82,5.7,0.34,,,
2024,nay,3,nay3,morena,5.41%,12.85%,0.87%,3.79%,16.00%,20.37%,22.81%,0.85,6.5,0.51,,,
2024,nay,4,nay4,morena,3.51%,4.14%,2.57%,3.93%,8.55%,13.90%,39.46%,0.8,5,0.48,,,
2024,nay,5,nay5,morena,12.74%,3.62%,1.23%,3.25%,5.39%,18.18%,35.47%,0.8,5,0.5,,,
2024,nay,6,nay6,morena,11.41%,8.68%,1.97%,2.40%,6.30%,19.95%,32.29%,0.82,5.7,0.33,,,
2024,nay,7,nay7,morena,5.95%,4.86%,2.00%,3.63%,9.43%,14.42%,38.78%,0.8,5,0.36,,,
2024,nay,8,nay8,morena,7.12%,7.07%,1.33%,3.18%,6.84%,17.65%,38.88%,0.79,4.9,0.37,,,
2024,nay,9,nay9,morena,12.20%,7.51%,1.33%,3.30%,5.73%,18.36%,30.47%,0.84,6.1,0.26,,,
2024,nay,10,nay10,morena,16.04%,13.49%,2.28%,3.33%,4.87%,13.84%,29.32%,0.84,6.3,0.22,,,
2024,nay,11,nay11,morena,5.96%,5.51%,1.06%,6.13%,6.18%,20.86%,32.11%,0.83,5.7,0.36,,,
2024,nay,12,nay12,morena,13.24%,4.81%,1.81%,5.06%,11.22%,10.32%,36.39%,0.82,5.5,0.33,,,
2024,nay,13,nay13,morena,13.13%,4.19%,0.78%,9.50%,7.51%,14.87%,28.25%,0.85,6.7,0.42,,,
2024,nay,14,nay14,morena,17.87%,5.50%,1.60%,2.84%,19.08%,13.38%,31.16%,0.81,5.3,0.32,,,
2024,nay,15,nay15,morena,7.47%,5.11%,1.25%,3.89%,8.17%,16.99%,43.06%,0.77,4.3,0.4,,,
2024,nay,16,nay16,morena,20.33%,4.12%,1.43%,3.86%,4.75%,6.21%,46.96%,0.73,3.7,0.47,,,
2024,nay,17,nay17,morena,21.66%,4.13%,2.28%,3.23%,6.88%,10.07%,39.68%,0.78,4.5,0.37,,,
2024,nay,18,nay18,morena,23.46%,3.08%,1.13%,3.30%,3.99%,2.06%,44.04%,0.73,3.8,0.42,,,
2017,nay,1,nay1,pri,8.37%,26.94%,10.30%,2.34%,1.77%,2.97%,35.82%,0.78,4.4,,,,
2017,nay,2,nay2,pri,10.80%,36.46%,8.77%,2.68%,2.83%,4.73%,11.56%,0.81,5.3,,,,
2017,nay,3,nay3,pri,46.32%,24.81%,3.27%,1.19%,2.25%,6.33%,6.55%,0.71,3.5,,,,
2017,nay,4,nay4,pri,15.43%,26.76%,13.77%,3.02%,1.49%,5.73%,5.00%,0.82,5.5,,,,
2017,nay,5,nay5,pri,20.58%,30.46%,21.83%,5.11%,3.16%,3.43%,8.72%,0.8,5.1,,,,
2017,nay,6,nay6,pri,24.51%,25.32%,6.00%,3.84%,3.07%,5.12%,18.65%,0.83,5.8,,,,
2017,nay,7,nay7,pri,23.10%,18.78%,5.80%,2.87%,3.50%,6.01%,16.93%,0.86,7.1,,,,
2017,nay,8,nay8,pri,24.43%,20.51%,7.18%,4.16%,2.73%,4.88%,19.56%,0.84,6.2,,,,
2017,nay,9,nay9,pri,20.00%,16.71%,6.06%,2.87%,1.86%,4.06%,18.83%,0.86,7.1,,,,
2017,nay,10,nay10,pri,19.90%,24.59%,3.53%,2.24%,5.93%,7.00%,9.56%,0.85,6.7,,,,
2017,nay,11,nay11,pri,28.08%,17.64%,5.10%,2.83%,2.58%,10.31%,15.69%,0.85,6.5,,,,
2017,nay,12,nay12,pri,26.23%,19.63%,5.61%,3.34%,2.11%,6.49%,17.31%,0.85,6.5,,,,
2017,nay,13,nay13,pri,24.28%,39.28%,3.07%,4.01%,2.29%,9.32%,10.03%,0.76,4.2,,,,
2017,nay,14,nay14,pri,30.57%,20.18%,3.27%,1.93%,2.98%,5.07%,21.23%,0.81,5.3,,,,
2017,nay,15,nay15,pri,27.25%,25.26%,2.16%,3.46%,2.54%,15.06%,12.73%,0.82,5.4,,,,
2017,nay,16,nay16,pri,22.85%,27.84%,4.13%,13.45%,2.25%,15.65%,4.08%,0.82,5.6,,,,
2017,nay,17,nay17,pri,31.74%,27.06%,2.85%,4.30%,2.63%,10.57%,4.56%,0.8,4.9,,,,
2017,nay,18,nay18,pri,21.61%,29.28%,4.66%,4.07%,1.84%,16.50%,8.42%,0.82,5.6,,,,
2024,nul,1,nul1,mc,8.07%,24.48%,1.15%,5.44%,7.06%,24.56%,19.75%,0.82,5.6,0.21,,,
2024,nul,2,nul2,mc,11.54%,15.67%,0.45%,11.85%,4.07%,24.78%,21.26%,0.84,6.1,0.2,,,
2024,nul,3,nul3,mc,39.31%,15.18%,0.57%,1.35%,1.47%,22.87%,10.63%,0.76,4.1,0.12,,,
2024,nul,4,nul4,mc,8.43%,2.65%,0.59%,5.42%,8.17%,48.77%,20.21%,0.7,3.4,0.31,,,
2024,nul,5,nul5,mc,14.45%,28.59%,0.72%,1.72%,2.83%,23.54%,22.91%,0.79,4.7,0.17,,,
2024,nul,6,nul6,mc,19.46%,17.63%,0.57%,1.97%,2.51%,28.50%,19.64%,0.81,5.2,0.2,,,
2024,nul,7,nul7,mc,9.41%,34.10%,0.77%,2.35%,2.88%,19.45%,25.30%,0.77,4.4,0.18,,,
2024,nul,8,nul8,mc,36.66%,17.89%,0.67%,1.11%,1.77%,22.92%,11.45%,0.77,4.3,0.05,,,
2024,nul,9,nul9,mc,31.59%,5.44%,0.41%,2.42%,3.21%,30.17%,22.45%,0.75,4.1,0.21,,,
2024,nul,10,nul10,mc,38.80%,5.81%,0.43%,1.92%,2.21%,29.42%,16.91%,0.73,3.7,0.13,,,
2024,nul,11,nul11,mc,20.62%,6.54%,0.33%,4.20%,9.48%,38.09%,17.91%,0.77,4.3,0.35,,,
2024,nul,12,nul12,mc,2.65%,2.27%,0.48%,2.54%,18.70%,22.87%,41.78%,0.73,3.7,0.48,,,
2024,nul,13,nul13,mc,11.35%,10.27%,0.42%,2.83%,4.24%,31.02%,31.00%,0.78,4.5,0.29,,,
2024,nul,14,nul14,mc,13.98%,8.86%,0.48%,2.89%,3.72%,34.54%,28.97%,0.77,4.3,0.3,,,
2024,nul,15,nul15,mc,22.98%,10.69%,0.47%,1.80%,3.93%,30.36%,22.89%,0.79,4.7,0.23,,,
2024,nul,16,nul16,mc,12.20%,26.70%,0.68%,2.79%,2.94%,24.64%,24.71%,0.79,4.8,0.19,,,
2024,nul,17,nul17,mc,14.11%,6.48%,0.53%,5.12%,4.61%,28.96%,32.78%,0.78,4.5,0.31,,,
2024,nul,18,nul18,mc,53.71%,5.88%,0.49%,1.89%,2.34%,18.63%,12.71%,0.66,2.9,0.09,,,
2024,nul,19,nul19,mc,32.80%,3.69%,0.46%,1.88%,2.41%,35.48%,18.63%,0.73,3.7,0.23,,,
2024,nul,20,nul20,mc,14.34%,5.41%,0.38%,3.31%,12.36%,27.20%,29.45%,0.8,4.9,0.24,,,
2024,nul,21,nul21,mc,24.48%,5.08%,0.43%,3.68%,9.11%,32.02%,19.89%,0.79,4.7,0.29,,,
2024,nul,22,nul22,mc,3.79%,20.03%,0.45%,2.15%,3.10%,38.92%,26.21%,0.74,3.8,0.27,,,
2024,nul,23,nul23,mc,3.28%,18.22%,0.41%,3.85%,2.96%,39.91%,26.17%,0.74,3.8,0.32,,,
2024,nul,24,nul24,mc,12.46%,30.06%,0.33%,1.78%,3.18%,25.99%,21.09%,0.78,4.6,0.25,,,
2024,nul,25,nul25,mc,15.28%,6.63%,0.48%,7.28%,4.29%,29.70%,29.88%,0.79,4.7,0.31,,,
2024,nul,26,nul26,mc,21.34%,11.61%,0.59%,3.51%,4.93%,28.56%,23.35%,0.8,5,0.41,,,
2018,nul,1,nul1,indep,16.47%,21.27%,1.61%,10.58%,12.10%,9.22%,15.72%,0.86,7.4,,,,
2018,nul,2,nul2,indep,20.21%,22.19%,0.92%,14.58%,4.81%,8.87%,16.56%,0.85,6.6,,,,
2018,nul,3,nul3,indep,34.97%,17.53%,0.71%,4.27%,5.11%,13.99%,12.86%,0.8,5.1,,,,
2018,nul,4,nul4,indep,26.50%,15.52%,0.74%,1.99%,5.51%,34.54%,9.93%,0.77,4.4,,,,
2018,nul,5,nul5,indep,25.86%,22.80%,0.78%,2.83%,3.65%,8.83%,22.28%,0.82,5.4,,,,
2018,nul,6,nul6,indep,29.75%,20.75%,0.73%,2.98%,6.61%,10.87%,16.73%,0.82,5.6,,,,
2018,nul,7,nul7,indep,19.84%,24.70%,0.80%,2.96%,4.87%,8.40%,22.56%,0.83,5.8,,,,
2018,nul,8,nul8,indep,38.53%,13.89%,0.81%,1.73%,3.54%,21.86%,10.64%,0.77,4.3,,,,
2018,nul,9,nul9,indep,42.97%,7.80%,0.73%,2.68%,3.99%,9.55%,16.24%,0.76,4.2,,,,
2018,nul,10,nul10,indep,40.19%,10.27%,0.81%,2.76%,3.62%,11.67%,17.19%,0.78,4.5,,,,
2018,nul,11,nul11,indep,38.06%,13.28%,1.02%,10.65%,3.36%,9.61%,13.04%,0.8,4.9,,,,
2018,nul,12,nul12,indep,29.25%,19.09%,1.47%,2.65%,4.17%,11.24%,16.13%,0.83,5.8,,,,
2018,nul,13,nul13,indep,23.75%,22.38%,1.50%,3.27%,2.95%,10.25%,20.20%,0.83,5.9,,,,
2018,nul,14,nul14,indep,24.90%,21.18%,1.13%,3.29%,4.21%,10.14%,19.03%,0.84,6.1,,,,
2018,nul,15,nul15,indep,28.63%,19.84%,1.01%,2.66%,7.11%,9.25%,16.87%,0.83,5.8,,,,
2018,nul,16,nul16,indep,25.58%,20.95%,0.70%,3.22%,4.09%,9.66%,22.49%,0.82,5.6,,,,
2018,nul,17,nul17,indep,24.37%,21.49%,0.98%,4.44%,8.67%,9.80%,19.41%,0.83,6,,,,
2018,nul,18,nul18,indep,49.18%,11.22%,0.52%,1.42%,3.01%,13.25%,10.44%,0.71,3.5,,,,
2018,nul,19,nul19,indep,42.74%,10.08%,0.59%,2.66%,3.59%,9.94%,15.75%,0.76,4.2,,,,
2018,nul,20,nul20,indep,12.80%,13.91%,1.96%,6.02%,6.17%,7.13%,21.20%,0.85,6.9,,,,
2018,nul,21,nul21,indep,27.19%,21.99%,1.52%,4.52%,6.20%,5.59%,12.21%,0.83,6,,,,
2018,nul,22,nul22,indep,13.93%,24.36%,1.59%,2.87%,5.48%,10.13%,19.66%,0.85,6.6,,,,
2018,nul,23,nul23,indep,12.20%,19.66%,1.03%,3.33%,17.79%,8.59%,20.64%,0.85,6.7,,,,
2018,nul,24,nul24,indep,23.63%,24.92%,1.07%,3.76%,5.02%,3.82%,14.27%,0.83,6,,,,
2018,nul,25,nul25,indep,24.86%,20.41%,0.98%,5.69%,9.30%,9.86%,18.91%,0.84,6.1,,,,
2018,nul,26,nul26,indep,33.30%,35.55%,0.33%,5.46%,2.02%,2.71%,7.52%,0.74,3.9,,,,
2024,oax,1,oax1,morena,1.34%,9.15%,0.39%,9.69%,11.64%,10.81%,46.70%,0.73,3.8,0.47,,,
2024,oax,2,oax2,morena,3.37%,2.86%,1.07%,15.94%,5.46%,6.30%,55.03%,0.66,2.9,0.21,,,
2024,oax,3,oax3,morena,6.12%,4.66%,7.83%,4.53%,15.98%,7.02%,47.84%,0.73,3.6,0.25,,,
2024,oax,4,oax4,morena,2.63%,16.02%,7.21%,13.67%,5.40%,2.77%,43.29%,0.76,4.1,0.16,,,
2024,oax,5,oax5,morena,3.47%,8.72%,2.77%,11.54%,7.65%,3.17%,50.86%,0.71,3.4,0.23,,,
2024,oax,6,oax6,morena,12.92%,9.97%,1.10%,7.71%,5.14%,5.12%,47.72%,0.73,3.7,0.22,,,
2024,oax,7,oax7,morena,1.54%,7.25%,5.29%,15.23%,12.06%,3.39%,47.46%,0.73,3.6,0.23,,,
2024,oax,8,oax8,morena,1.15%,5.24%,1.99%,26.53%,7.29%,3.18%,45.03%,0.71,3.5,0.29,,,
2024,oax,9,oax9,morena,4.03%,8.14%,1.21%,13.03%,7.15%,4.19%,54.86%,0.67,3,0.15,,,
2024,oax,10,oax10,morena,2.27%,5.27%,1.91%,20.33%,5.96%,2.34%,51.77%,0.68,3.1,0.2,,,
2024,oax,11,oax11,morena,2.66%,6.64%,1.02%,16.50%,8.78%,6.84%,51.09%,0.69,3.3,0.31,,,
2024,oax,12,oax12,morena,9.21%,10.50%,1.34%,5.26%,8.53%,11.69%,42.88%,0.77,4.3,0.16,,,
2024,oax,13,oax13,morena,9.41%,11.95%,1.65%,5.03%,11.31%,9.70%,40.87%,0.78,4.6,0.16,,,
2024,oax,14,oax14,morena,4.72%,9.65%,2.39%,10.08%,9.20%,6.72%,42.02%,0.78,4.5,0.19,,,
2024,oax,15,oax15,morena,4.79%,8.89%,1.47%,6.66%,11.17%,8.36%,43.61%,0.77,4.3,0.18,,,
2024,oax,16,oax16,morena,2.70%,6.78%,2.02%,17.59%,12.16%,4.72%,46.81%,0.73,3.6,0.31,,,
2024,oax,17,oax17,morena,4.12%,6.43%,1.33%,13.76%,10.92%,9.55%,47.57%,0.73,3.7,0.19,,,
2024,oax,18,oax18,morena,1.36%,5.39%,0.67%,11.12%,19.61%,3.71%,53.52%,0.66,2.9,0.23,,,
2024,oax,19,oax19,morena,1.69%,6.15%,0.68%,19.96%,16.01%,6.56%,45.25%,0.72,3.6,0.27,,,
2024,oax,20,oax20,morena,0.88%,4.29%,0.73%,6.66%,16.70%,6.30%,58.34%,0.62,2.6,0.38,,,
2024,oax,21,oax21,morena,4.59%,6.29%,1.17%,11.19%,15.50%,8.12%,43.45%,0.76,4.2,0.26,,,
2024,oax,22,oax22,morena,2.23%,4.36%,13.61%,8.56%,16.34%,3.05%,38.74%,0.79,4.7,0.29,,,
2024,oax,23,oax23,morena,2.92%,21.69%,1.97%,18.57%,5.12%,1.65%,43.40%,0.73,3.6,0.12,,,
2024,oax,24,oax24,morena,2.67%,7.04%,0.95%,7.20%,7.48%,2.70%,51.94%,0.69,3.2,0.22,,,
2024,oax,25,oax25,morena,4.48%,5.44%,2.79%,15.91%,17.23%,6.57%,40.41%,0.77,4.4,0.21,,,
2018,oax,1,oax1,pri,16.74%,39.42%,4.69%,4.65%,3.00%,3.97%,23.42%,0.75,4.1,,,,
2018,oax,2,oax2,pri,5.42%,6.27%,1.76%,3.06%,6.53%,2.39%,36.89%,0.74,3.9,,,,
2018,oax,3,oax3,pri,6.53%,20.09%,12.83%,2.90%,1.61%,1.07%,40.38%,0.77,4.4,,,,
2018,oax,4,oax4,pri,4.21%,25.75%,8.20%,3.59%,1.80%,1.06%,39.23%,0.76,4.2,,,,
2018,oax,5,oax5,pri,4.91%,21.76%,8.21%,11.59%,2.14%,1.57%,32.74%,0.82,5.5,,,,
2018,oax,6,oax6,pri,12.77%,24.73%,7.63%,4.80%,2.91%,1.13%,34.64%,0.79,4.8,,,,
2018,oax,7,oax7,pri,2.92%,16.86%,15.56%,4.59%,2.03%,1.47%,45.07%,0.74,3.8,,,,
2018,oax,8,oax8,pri,2.68%,14.96%,19.29%,5.62%,3.66%,1.68%,40.65%,0.77,4.3,,,,
2018,oax,9,oax9,pri,7.08%,15.63%,2.91%,6.78%,2.38%,2.43%,50.43%,0.71,3.4,,,,
2018,oax,10,oax10,pri,8.14%,19.17%,2.53%,13.93%,1.31%,1.48%,44.94%,0.73,3.7,,,,
2018,oax,11,oax11,pri,4.62%,23.15%,12.57%,5.73%,4.04%,3.94%,37.74%,0.78,4.5,,,,
2018,oax,12,oax12,pri,7.12%,14.04%,2.66%,5.65%,2.64%,2.20%,51.52%,0.7,3.4,,,,
2018,oax,13,oax13,pri,10.28%,14.45%,2.60%,4.98%,2.34%,1.51%,51.34%,0.7,3.3,,,,
2018,oax,14,oax14,pri,14.00%,16.06%,1.91%,4.07%,3.87%,1.57%,47.45%,0.72,3.6,,,,
2018,oax,15,oax15,pri,4.81%,8.95%,13.76%,3.94%,2.09%,1.42%,47.74%,0.73,3.7,,,,
2018,oax,16,oax16,pri,9.72%,16.01%,15.72%,4.99%,1.99%,2.16%,39.17%,0.78,4.6,,,,
2018,oax,17,oax17,pri,8.84%,15.62%,2.83%,10.87%,4.19%,1.60%,42.46%,0.77,4.3,,,,
2018,oax,18,oax18,pri,2.34%,17.19%,7.02%,9.94%,2.62%,2.43%,45.25%,0.75,3.9,,,,
2018,oax,19,oax19,pri,3.33%,20.16%,3.03%,4.63%,6.39%,2.04%,52.56%,0.67,3.1,,,,
2018,oax,20,oax20,pri,2.97%,29.50%,7.26%,3.41%,3.00%,2.05%,37.05%,0.76,4.2,,,,
2018,oax,21,oax21,pri,14.66%,17.34%,5.42%,5.24%,1.89%,1.19%,43.99%,0.75,4,,,,
2018,oax,22,oax22,pri,3.03%,26.75%,21.62%,2.30%,2.03%,1.59%,33.73%,0.76,4.2,,,,
2018,oax,23,oax23,pri,3.33%,25.72%,2.05%,7.23%,1.61%,2.05%,47.34%,0.7,3.3,,,,
2018,oax,24,oax24,pri,9.21%,20.96%,1.92%,4.80%,2.73%,1.54%,36.92%,0.79,4.8,,,,
2018,oax,25,oax25,pri,5.78%,15.56%,4.49%,4.90%,3.02%,4.42%,42.76%,0.78,4.5,,,,
2024,pue,1,pue1,morena,14.32%,6.30%,1.75%,4.36%,16.30%,8.79%,42.04%,0.76,4.2,0.32,,,
2024,pue,2,pue2,morena,14.00%,12.29%,4.59%,4.86%,9.00%,11.04%,35.86%,0.81,5.2,0.24,,,
2024,pue,3,pue3,morena,9.43%,21.92%,3.01%,7.41%,11.67%,3.01%,34.97%,0.8,4.9,0.21,,,
2024,pue,4,pue4,morena,6.11%,17.44%,2.43%,9.08%,16.57%,6.22%,34.33%,0.81,5.1,0.31,,,
2024,pue,5,pue5,morena,12.49%,10.76%,1.50%,7.15%,17.22%,13.52%,29.41%,0.83,5.9,0.3,,,
2024,pue,6,pue6,morena,11.39%,16.26%,1.89%,10.71%,8.90%,9.05%,34.68%,0.81,5.3,0.22,,,
2024,pue,7,pue7,morena,11.87%,7.98%,1.44%,10.41%,7.47%,17.02%,39.92%,0.77,4.4,0.23,,,
2024,pue,8,pue8,morena,12.47%,5.10%,3.41%,6.91%,9.30%,18.70%,37.85%,0.79,4.7,0.16,,,
2024,pue,9,pue9,morena,28.20%,5.47%,1.18%,3.69%,5.87%,8.85%,43.31%,0.72,3.5,0.1,,,
2024,pue,10,pue10,morena,22.96%,4.71%,1.18%,3.90%,7.11%,8.33%,48.00%,0.7,3.3,0.08,,,
2024,pue,11,pue11,morena,19.56%,4.83%,1.27%,4.43%,6.46%,7.49%,52.77%,0.67,3,0.13,,,
2024,pue,12,pue12,morena,13.44%,3.98%,1.21%,11.06%,7.58%,12.49%,44.70%,0.75,3.9,0.17,,,
2024,pue,13,pue13,morena,13.46%,5.48%,1.80%,4.51%,12.01%,5.67%,50.33%,0.7,3.4,0.25,,,
2024,pue,14,pue14,morena,12.05%,5.30%,2.71%,10.26%,6.80%,14.68%,39.25%,0.79,4.7,0.27,,,
2024,pue,15,pue15,morena,8.28%,4.46%,1.08%,7.43%,9.16%,7.52%,44.55%,0.75,4,0.15,,,
2024,pue,16,pue16,morena,31.23%,6.01%,1.35%,3.86%,5.39%,6.95%,42.48%,0.71,3.4,0.11,,,
2024,pue,17,pue17,morena,38.36%,5.83%,1.42%,3.24%,5.00%,6.50%,37.46%,0.7,3.3,0.09,,,
2024,pue,18,pue18,morena,33.68%,4.36%,1.72%,3.35%,5.79%,12.95%,34.43%,0.74,3.9,0.15,,,
2024,pue,19,pue19,morena,28.41%,6.11%,3.04%,3.92%,5.29%,5.40%,44.91%,0.71,3.4,0.09,,,
2024,pue,20,pue20,morena,26.65%,7.26%,1.67%,4.26%,4.73%,7.64%,45.02%,0.71,3.5,0.14,,,
2024,pue,21,pue21,morena,20.34%,7.11%,0.96%,4.83%,7.13%,10.11%,44.90%,0.73,3.8,0.21,,,
2024,pue,22,pue22,morena,6.74%,13.45%,0.86%,4.83%,17.03%,5.00%,41.04%,0.77,4.4,0.26,,,
2024,pue,23,pue23,morena,8.18%,18.47%,1.76%,8.39%,8.33%,2.17%,46.20%,0.73,3.7,0.26,,,
2024,pue,24,pue24,morena,12.62%,5.33%,1.04%,7.14%,8.40%,7.49%,50.21%,0.71,3.4,0.15,,,
2024,pue,25,pue25,morena,24.03%,5.89%,2.19%,6.05%,11.41%,8.89%,37.92%,0.77,4.3,0.17,,,
2024,pue,26,pue26,morena,16.96%,9.33%,3.69%,11.03%,9.05%,6.40%,33.79%,0.82,5.5,0.23,,,
2018,pue,1,pue1,pan,28.72%,19.79%,3.18%,2.83%,4.76%,3.32%,26.79%,0.8,5,,,,
2018,pue,2,pue2,pan,21.50%,26.92%,4.35%,2.70%,3.84%,4.46%,24.50%,0.81,5.3,,,,
2018,pue,3,pue3,pan,27.03%,25.22%,1.68%,3.51%,3.74%,3.02%,26.62%,0.79,4.7,,,,
2018,pue,4,pue4,pan,18.82%,28.34%,7.98%,3.51%,5.05%,4.95%,20.28%,0.83,5.8,,,,
2018,pue,5,pue5,pan,23.39%,25.68%,1.72%,5.01%,4.28%,2.56%,21.38%,0.82,5.6,,,,
2018,pue,6,pue6,pan,21.13%,24.45%,1.23%,2.86%,6.43%,3.87%,23.96%,0.82,5.7,,,,
2018,pue,7,pue7,pan,19.39%,14.51%,2.73%,4.80%,4.20%,1.90%,33.85%,0.81,5.4,,,,
2018,pue,8,pue8,pan,15.47%,12.91%,4.03%,4.26%,4.53%,6.08%,38.32%,0.8,5,,,,
2018,pue,9,pue9,pan,25.83%,10.10%,2.19%,3.00%,3.58%,1.80%,44.88%,0.72,3.5,,,,
2018,pue,10,pue10,pan,21.94%,9.58%,1.22%,3.95%,3.97%,1.90%,48.75%,0.7,3.3,,,,
2018,pue,11,pue11,pan,19.56%,15.00%,1.38%,3.36%,5.76%,1.84%,44.23%,0.74,3.8,,,,
2018,pue,12,pue12,pan,16.32%,11.44%,2.23%,4.87%,3.06%,3.22%,41.07%,0.78,4.6,,,,
2018,pue,13,pue13,pan,24.38%,17.63%,2.50%,3.72%,6.99%,2.98%,32.25%,0.8,4.9,,,,
2018,pue,14,pue14,pan,24.06%,13.83%,3.66%,6.02%,3.02%,7.85%,20.94%,0.86,7,,,,
2018,pue,15,pue15,pan,10.79%,12.46%,2.88%,4.34%,3.86%,2.51%,40.96%,0.78,4.6,,,,
2018,pue,16,pue16,pan,25.36%,11.66%,1.49%,3.00%,3.35%,2.21%,45.50%,0.71,3.5,,,,
2018,pue,17,pue17,pan,32.54%,11.34%,1.25%,2.27%,4.31%,1.46%,38.14%,0.73,3.7,,,,
2018,pue,18,pue18,pan,28.42%,8.32%,1.48%,2.78%,3.45%,1.98%,41.56%,0.73,3.8,,,,
2018,pue,19,pue19,pan,23.31%,11.35%,1.74%,3.25%,4.16%,1.99%,46.35%,0.71,3.5,,,,
